# ----------------------------------------
# Traffic acquisition: Session default channel group
# Account: HigherDOSE
# Property: higherdose.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20250729
Session default channel group,Date,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Organic Shopping,20250209,9143,574,0.06278026905829596,1.6551460133435416,3.7162856830362028,33978,7,0.0007656130372962922,3434
Organic Social,20250116,9091,6912,0.7603123968760312,0.986690133098669,3.4678253217467825,31526,9,0.000989990100098999,4218.64
Organic Shopping,20250210,8919,677,0.07590537055723735,1.59210673842359,3.8416862877004148,34264,9,0.0010090817356205853,2752.53
Organic Shopping,20250214,8639,655,0.07581896052783887,1.0588031022109041,4.651232781571941,40182,6,0.0006945248292626461,3017.72
Organic Social,20250117,8595,6767,0.7873182082606166,1.3703315881326352,3.467364746945899,29802,9,0.0010471204188481676,5157.29
Organic Social,20250118,8590,6900,0.8032596041909197,0.8383003492433062,3.491618160651921,29993,11,0.001280558789289872,5892.03
Organic Social,20250213,8537,928,0.10870329155441022,1.8547499121471243,4.079418999648588,34826,5,0.0005856858381164344,4701.2
Unassigned,20250118,8476,4335,0.5114440773949976,15.325035394053799,4.295540349221331,36409,27,0.003067484662576687,18119.37
Organic Shopping,20250211,8326,621,0.07458563535911603,1.5138121546961325,3.747778044679318,31204,10,0.0012010569300984868,8090.65
Organic Social,20250201,8323,491,0.05899315150786976,1.146341463414634,3.587528535383876,29859,3,0.00036044695422323683,1517.07
Organic Social,20250524,8284,2756,0.3326895219700628,18.75555287300821,5.994326412361178,49657,59,0.007122163206180589,31907.17
Organic Social,20250120,8255,5945,0.7201695941853422,1.3641429436705028,3.5950333131435492,29677,14,0.0016959418534221683,8446.52
Unassigned,20250102,8227,2971,0.36112799319314454,27.812689923422877,7.519630484988452,61864,138,0.016774036708399172,71759.728837
Organic Social,20250216,8226,605,0.07354728908339411,1.1291028446389497,3.785679552637977,31141,1,0.00012156576707999027,447.9
Organic Social,20250521,8075,2994,0.37077399380804954,16.450897832817336,6.184891640866873,49943,41,0.005077399380804953,16720.43
Paid Other,20250719,8044,2599,0.3230979612133267,4.847339632023869,3.854301342615614,31004,0,0,0
Organic Social,20250220,7900,527,0.06670886075949367,1.1316455696202532,3.643037974683544,28780,5,0.0006329113924050633,1995.87
Organic Social,20250127,7893,750,0.09502090459901179,1.9961991638160395,3.7404028886355,29523,6,0.0007601672367920942,4972.85
Organic Social,20250523,7893,2503,0.31711643228176867,16.30051944761181,5.7018877486380335,45005,30,0.003800836183960471,14957.64
Organic Social,20250214,7822,710,0.09076962413704935,0.990795193045257,3.80375862950652,29753,2,0.00025568908207619537,2372.31
Paid Other,20250711,7793,2210,0.2835878352367509,4.158860515847556,3.9355832157064032,30670,1,0.00012832028743744385,435.42
Organic Social,20250210,7775,911,0.11717041800643087,1.8667524115755627,4.027909967845659,31317,8,0.0010289389067524115,5502.46
Paid Other,20250612,7649,1805,0.2359785592887959,5.481631585828213,3.8707020525558895,29607,1,0.00013073604392731077,9
Organic Shopping,20250202,7594,620,0.08164340268633132,2.2393995259415327,3.8074795891493283,28914,13,0.0017118777982617856,3923.6
Organic Social,20250203,7576,546,0.07206969376979937,1.2707233368532207,3.644403379091869,27610,3,0.00039598732840549105,2151.54
Organic Shopping,20250204,7522,591,0.07856952938048391,1.6164583887264026,3.7755915979792607,28400,15,0.0019941504918904547,5699.51
Organic Social,20250217,7480,589,0.0787433155080214,1.874331550802139,3.8629679144385025,28895,4,0.0005347593582887701,1051.68
Paid Other,20250725,7464,2093,0.2804126473740622,3.4492229367631295,3.79997320471597,28363,0,0,0
Organic Shopping,20250208,7445,497,0.06675621222296843,1.7758226997985225,3.7194089993284085,27691,13,0.0017461383478844861,5520.72
Organic Social,20250522,7440,2398,0.32231182795698926,16.355645161290322,5.918682795698925,44035,39,0.005241935483870968,15678.56
Organic Social,20250212,7431,853,0.11478939577445835,2.106176826806621,4.126631678105235,30665,7,0.0009419997308572198,905.11
Organic Social,20250131,7421,546,0.07357498989354534,1.4357903247540762,3.6712033418676726,27244,3,0.00040425818622827114,1405.7
Organic Social,20250525,7406,2482,0.33513367539832567,19.439373480961383,6.1176073453956255,45307,51,0.0068863083985957335,26445.59
Unassigned,20250119,7347,3040,0.41377432965836397,11.968422485368178,3.9818973730774467,29255,37,0.005036069143868245,25992.68
Unassigned,20250101,7320,2077,0.2837431693989071,29.29795081967213,7.493306010928961,54851,194,0.026366120218579234,113961.504375
Organic Social,20250128,7288,650,0.08918770581778265,1.7639956092206366,3.818331503841932,27828,8,0.0010976948408342481,4350.56
Organic Social,20250219,7269,503,0.06919796395652772,0.8794882377218325,3.780162333195763,27478,5,0.0006878525244187646,2256.25
Organic Shopping,20250201,7265,717,0.09869236063317274,2.4245010323468685,3.8688231245698557,28107,13,0.0017894012388162423,8840.11
Paid Shopping,20250102,7246,2570,0.3546784432790505,8.843499861992823,5.335357438586806,38660,17,0.0019321004692243997,12396.84
Organic Social,20250205,7238,485,0.0670074606244819,1.5652113843603206,3.6902459242884773,26710,4,0.0005526388505111909,2367.13
Paid Other,20250724,7232,1918,0.26521017699115046,4.708241150442478,3.7631360619469025,27215,1,0.00013827433628318584,498.83
Organic Social,20250218,7231,523,0.07232747891024754,1.3198727700179782,3.805974277416678,27521,8,0.0011063476697552206,3589.46
Paid Other,20250718,7172,2151,0.29991634132738426,4.784021193530396,3.7907138873396544,27187,0,0,0
Organic Social,20250129,7156,625,0.08733929569591951,2.098099496925657,3.84139183901621,27489,8,0.0011179429849077697,3810.19
Organic Social,20250130,7130,555,0.07784011220196353,1.6615708274894812,3.641514726507714,25964,8,0.0011220196353436186,4799.73
Organic Social,20250204,7100,525,0.07394366197183098,1.8746478873239436,3.783239436619718,26861,3,0.00042253521126760566,1630.33
Paid Shopping,20250105,7076,2380,0.3363482193329565,7.8066704352741665,5.178773318258903,36645,16,0.0021198417184850197,14712.3
Organic Social,20250215,7013,460,0.06559247112505347,1.2183088549836019,3.765150434906602,26405,2,0.00028518465706544986,623.08
Organic Shopping,20250207,6881,520,0.07557041127743061,2.010463595407644,3.8849004505159135,26732,9,0.0013079494259555296,2630.7
Organic Social,20250206,6855,523,0.0762946754194019,1.52545587162655,3.775492341356674,25881,5,0.0007293946024799417,3310.09
Paid Other,20250611,6784,1516,0.22346698113207547,6.309551886792453,3.957694575471698,26849,4,0.0005896226415094339,1745.21
Paid Other,20250610,6717,1530,0.22778025904421617,6.251749292839065,3.968587166889981,26657,2,0.0002977519726068185,538.92
Organic Social,20250211,6649,763,0.11475409836065574,1.6194916528801324,4.07324409685667,27083,7,0.001052789893217025,1587.79
Unassigned,20250103,6597,2229,0.33788085493406095,23.650295588904047,6.88191602243444,45400,100,0.015158405335758678,62849.987007
Paid Other,20250710,6590,1876,0.28467374810318663,5.45720789074355,3.9910470409711682,26301,1,0.00015174506828528073,490.98
Organic Social,20250115,6443,4080,0.633245382585752,1.327487195405867,3.8749029954989913,24966,6,0.0009312432096849294,2669.28
Paid Other,20250726,6390,1706,0.26697965571205007,4.402347417840375,3.7837245696400625,24178,1,0.00015649452269170578,1380.95
Organic Shopping,20250203,6365,587,0.09222309505106048,2.2611154752553024,3.7989002356637864,24180,16,0.0025137470542026708,10609.15
Paid Shopping,20250104,6352,2206,0.3472921914357683,7.355636020151134,5.156013853904282,32751,11,0.0017317380352644836,6877.52914
Organic Social,20250126,6303,761,0.12073615738537205,3.3561795970172934,4.074726320799619,25683,9,0.0014278914802475012,4085.75
Unassigned,20250227,6225,1350,0.21686746987951808,11.042248995983936,4.610763052208835,28702,16,0.002570281124497992,11298.95
Paid Other,20250609,6170,1324,0.21458670988654782,6.559481361426256,4.045218800648298,24959,4,0.0006482982171799027,2250.06
Organic Social,20250207,6155,522,0.08480909829406987,1.5264012997562957,3.7346872461413483,22987,2,0.0003249390739236393,840.92
Paid Other,20250727,6046,1670,0.27621567978828976,3.7497519020840224,3.824346675487926,23122,0,0,0
Paid Other,20250720,6002,1718,0.2862379206931023,4.10163278907031,3.758413862045985,22558,2,0.0003332222592469177,1173.61
Unassigned,20250116,5956,2749,0.4615513767629281,13.799529885829415,4.301544660846205,25620,35,0.00587642713230356,21436.02
Unassigned,20250112,5941,1829,0.30786062952364923,18.520451102507995,5.919878808281434,35170,72,0.011950850025248275,38608.9
Organic Shopping,20250205,5916,655,0.11071670047329277,2.49763353617309,3.930189317106153,23251,7,0.0011832319134550372,4135.05
Unassigned,20250306,5873,1202,0.20466541801464327,8.974289119700323,4.714626255746637,27689,17,0.0028946024178443724,11016.69
Unassigned,20250120,5870,2504,0.4265758091993186,13.534412265758093,4.21618398637138,24749,31,0.005281090289608177,19340.94
Paid Other,20250723,5862,1532,0.2613442511088366,4.974582053906516,3.760491299897646,22044,0,0,0
Unassigned,20250108,5830,2258,0.38730703259005145,23.106518010291595,6.6025728987993135,38493,57,0.009777015437392796,39698.592677
Paid Other,20250721,5776,1638,0.2835872576177285,4.222472299168975,3.673476454293629,21218,1,0.00017313019390581717,425.93
Organic Social,20250125,5623,725,0.12893473234927974,4.228881380046238,4.105637560021341,23086,10,0.0017784101013693758,6580.9
Direct,20250101,5619,2440,0.4342409681437978,27.727175654030965,7.745862253069942,43524,75,0.013347570742124934,45538.067817
Paid Other,20250722,5589,1407,0.2517444981213097,5.892109500805153,3.6042225800679906,20144,1,0.0001789228842368939,401.12
Unassigned,20250104,5587,1778,0.3182387685698944,21.27259710041167,6.336137461965277,35400,59,0.010381242169321639,38628.3
Unassigned,20250106,5524,1980,0.3584359160028964,25.704561911658217,6.998008689355539,38657,84,0.015206372194062274,48718.533151
Unassigned,20250115,5513,2222,0.4030473426446581,14.000725557772538,4.775258479956467,26326,38,0.006711409395973154,23163.350045
Unassigned,20250226,5511,1266,0.22972237343494828,10.568862275449101,4.744873888586463,26149,15,0.0027218290691344584,9060.61
Organic Social,20250124,5505,694,0.12606721162579473,3.767484105358765,4.04377838328792,22261,12,0.0019981834695731154,4775.12
Unassigned,20250303,5491,1258,0.22910216718266255,10.706792933891823,4.760335093789838,26139,24,0.00437078856310326,19717.35
Paid Shopping,20250103,5469,1945,0.3556408849881148,7.491680380325471,5.2367891753519835,28640,10,0.0018284878405558603,6254.71
Organic Social,20250121,5452,733,0.13444607483492296,2.4776228906823183,4.0884079236977255,22290,1,0.00018341892883345562,477.06
Organic Shopping,20250206,5397,540,0.1000555864369094,2.3249953677969244,4.008152677413378,21632,5,0.0009264406151565684,2402.01
Unassigned,20250302,5397,1355,0.25106540670743005,12.580692977580137,4.782286455438206,25810,15,0.0027793218454697055,10415.11
Unassigned,20250105,5388,1676,0.3110616184112843,21.65051967334818,6.452672605790646,34767,70,0.012806236080178173,38653.75314
Organic Social,20250208,5323,515,0.09674995303400338,2.257749389442044,3.840315611497276,20442,6,0.0011271839188427579,4821.52
Organic Social,20250123,5311,722,0.13594426661645642,3.646582564488797,4.100357748070043,21777,10,0.0018828845791752965,7971.59
Organic Social,20250110,5305,1273,0.2399622997172479,2.1770028275212066,4.332327992459944,22983,8,0.0015080113100848257,6013.35
Unassigned,20250316,5288,1328,0.25113464447806355,14.540090771558246,4.975794251134644,26312,26,0.004727685325264751,15244.23
Unassigned,20250117,5229,2118,0.40504876649454963,13.836680053547523,4.267928858290304,22317,25,0.004781028877414419,13986.07
Direct,20250102,5181,2222,0.4288747346072187,26.434472109631344,7.726114649681529,40029,61,0.011773788843852539,34958.81539
Organic Social,20250122,5179,752,0.14520177640471132,3.0525197914655338,4.118748793203321,21331,5,0.0009654373431164317,3062.01
Unassigned,20250107,5149,1880,0.3651194406680909,20.9592153816275,6.886385705962323,35458,59,0.011458535637987958,31687.35
Organic Social,20250112,5117,1047,0.20461207738909518,2.5931209693179595,4.202853234316983,21506,6,0.001172562048075044,3099
Unassigned,20250702,5079,2240,0.44103169915337664,51.12344949793266,5.799566843866903,29456,24,0.004528450482378421,13001.35
Unassigned,20250315,5064,1218,0.24052132701421802,15.944905213270141,4.68542654028436,23727,18,0.0035545023696682463,12173.54
Organic Social,20250329,5003,817,0.16330201878872677,4.433539876074355,4.298420947431541,21505,3,0.0005996402158704777,1704.88
Paid Other,20250703,4995,1545,0.30930930930930933,3.425025025025025,3.793193193193193,18947,0,0,0
Unassigned,20250113,4978,1478,0.2969063881076738,16.266171153073522,5.856970670952189,29156,55,0.010847730012053034,36327.136455
Paid Search,20250105,4976,2241,0.4503617363344051,30.425442122186496,7.583199356913183,37734,28,0.005627009646302251,14136.70875
Paid Search,20250103,4970,2239,0.4505030181086519,28.177665995975854,7.513682092555332,37343,33,0.006438631790744467,20637.1
Paid Search,20250101,4935,2368,0.47983789260385007,39.45207700101317,8.910840932117528,43975,80,0.0160081053698075,50818.936759
Unassigned,20250110,4917,1666,0.3388244864754932,19.099450884685783,6.054708155379297,29771,62,0.012609314622737441,36260.446017
Paid Other,20250702,4914,1510,0.3072853072853073,3.7834757834757835,3.705738705738706,18210,3,0.0006105006105006105,1499.27
Organic Shopping,20250131,4912,592,0.12052117263843648,3.648615635179153,4.256107491856677,20906,9,0.0018322475570032573,4943.02
Unassigned,20250304,4904,1162,0.2369494290375204,11.26141924959217,4.8325856443719415,23699,23,0.004690048939641109,12866.35
Affiliates,20250208,4873,1087,0.22306587317874,5.590806484711677,4.673917504617279,22776,13,0.0026677611327724196,5714.61
Unassigned,20250305,4817,1092,0.22669711438654763,9.781606809217354,4.690886443844716,22596,19,0.003944363711853851,8828.37
Direct,20250103,4812,2080,0.4322527015793849,23.866791354945967,7.2466749792186205,34871,32,0.006650041562759767,21875.552711
Paid Search,20250104,4800,2226,0.46375,29.272708333333334,7.57875,36378,23,0.004791666666666666,17414.639157
Paid Search,20250102,4795,2184,0.4554744525547445,30.900729927007298,7.9478623566214806,38110,39,0.00813347236704901,20266.91539
Direct,20250104,4773,2047,0.4288707311963126,23.377121307353864,6.972763461135554,33281,34,0.007123402472239681,20388.676266
Paid Other,20250626,4694,1547,0.3295696634000852,5.090541116318705,4.046868342564976,18996,2,0.00042607584149978694,558.06
Paid Other,20250704,4609,1562,0.33890214797136037,5.026903883705793,3.7951833369494468,17492,0,0,0
Paid Other,20250621,4608,1285,0.2788628472222222,6.149088541666667,3.9114583333333335,18024,0,0,0
Unassigned,20250317,4596,1267,0.27567449956483897,17.64838990426458,4.934073107049608,22677,24,0.005221932114882507,15569.54
Organic Social,20250221,4559,402,0.08817723184908971,1.9153323097170432,4.045843386707611,18445,4,0.000877385391533231,2008.51
Paid Other,20250709,4551,1309,0.2876290925071413,4.699626455724017,3.9011206328279497,17754,3,0.0006591957811470006,1278.88
Direct,20250105,4549,1952,0.4291052978676632,25.802593976698176,7.306880633106177,33239,27,0.005935370411079358,14881.295453
Paid Other,20250625,4494,1475,0.32821539830885627,3.714508233199822,3.8918558077436582,17490,2,0.0004450378282153983,974.08
Affiliates,20250209,4488,1061,0.23640819964349377,6.832664884135473,4.563948306595365,20483,15,0.0033422459893048127,7579.56
Unassigned,20250111,4471,1481,0.3312458063073138,22.850145381346454,6.281816148512637,28086,51,0.011406844106463879,29944.364227
Paid Other,20250620,4446,1156,0.2600089968511021,5.279802069275753,3.7694556905083223,16759,1,0.0002249212775528565,480.43
Paid Search,20250119,4446,3793,0.8531264057579847,25.41250562303194,6.1225820962663065,27221,34,0.007422402159244264,22610.5
Unassigned,20250212,4425,910,0.20564971751412428,12.84677966101695,4.763841807909604,21080,31,0.005875706214689265,22586.79
Organic Social,20250113,4407,933,0.21170864533696393,2.1690492398457,4.183798502382573,18438,8,0.0018152938506920807,4979
Direct,20250107,4380,1750,0.3995433789954338,22.729680365296804,6.789041095890411,29736,28,0.006392694063926941,18120.9
Paid Other,20250608,4339,1060,0.2442959207190597,11.959668126296382,4.2740262733348695,18545,4,0.0009218713989398478,1443.83
Affiliates,20250212,4310,845,0.19605568445475638,6.246635730858468,4.5726218097447795,19708,8,0.0018561484918793504,5248.27
Unassigned,20250114,4282,1372,0.32041102288650164,21.096683792620272,6.467304997664643,27693,63,0.014479215319943952,38345.054964
Organic Social,20250328,4280,701,0.16378504672897196,5.758411214953271,4.489719626168224,19216,7,0.0016355140186915889,1841.23
Unassigned,20250109,4275,1497,0.35017543859649125,19.713684210526317,6.651461988304094,28435,63,0.014502923976608188,40212.04535
Direct,20250106,4257,1758,0.41296687808315713,22.06741836974395,6.756636128729152,28763,25,0.005872680291284942,13985.51
Paid Other,20250624,4250,1355,0.31882352941176473,4.665411764705882,3.84,16320,0,0,0
Paid Other,20250627,4235,1389,0.3279811097992916,5.182998819362456,3.8819362455726094,16440,1,0.0002361275088547816,428.35
Affiliates,20250103,4217,1335,0.3165757647616789,6.221247332226701,5.235712591889969,22079,2,0.00047427080863172874,1152.15
Paid Social,20250101,4215,1106,0.26239620403321473,2.8116251482799526,4.443416370106761,18729,1,0.00023724792408066428,279.2
Organic Social,20250114,4200,963,0.2292857142857143,3.3402380952380955,4.310238095238096,18103,4,0.0009523809523809524,1846.41
Paid Search,20250118,4185,3459,0.8265232974910395,25.18637992831541,6.089605734767025,25485,36,0.008602150537634409,23990.94
Organic Shopping,20250130,4177,653,0.15633229590615275,4.149628920277712,4.243954991620781,17727,11,0.0026334689968877186,6333.45
Paid Search,20250106,4166,1910,0.4584733557369179,30.8660585693711,7.99423907825252,33304,27,0.006481036965914546,16910.95
Unassigned,20250218,4114,1000,0.24307243558580457,14.186922702965484,4.797520661157025,19737,18,0.004132231404958678,12054.18
Cross-network,20250524,4107,1536,0.3739956172388605,30.859021183345508,5.701241782322864,23415,37,0.009009009009009009,21000.02
Paid Other,20250619,4093,1055,0.2577571463474224,7.078182262399218,4.017835328609822,16445,0,0,0
Paid Search,20250107,4085,1895,0.4638922888616891,30.714320685434515,7.7960832313341495,31847,42,0.010281517747858017,25353.561117
Organic Social,20250319,4083,569,0.1393583149644869,2.7590007347538577,4.071026206220916,16622,1,0.0002449179524859172,475.94
Paid Other,20250728,4058,1072,0.2641695416461311,4.136027599802858,3.708723509117792,15050,0,0,0
Organic Social,20250309,4048,517,0.12771739130434784,2.757411067193676,4.006916996047431,16220,4,0.0009881422924901185,2993.59
Organic Social,20250330,4001,747,0.18670332416895777,5.728817795551112,4.543614096475881,18179,5,0.0012496875781054736,2900.95
Organic Social,20250111,3992,833,0.20866733466933868,3.1410320641282565,4.273547094188377,17060,4,0.001002004008016032,4432.1
Affiliates,20250104,3972,1264,0.31822759315206445,6.0485901309164145,5.058157099697885,20091,4,0.0010070493454179255,1628.756856
Paid Other,20250623,3950,1156,0.29265822784810125,3.4045569620253167,3.808354430379747,15043,2,0.0005063291139240507,988.43
Unassigned,20250228,3944,962,0.24391480730223122,11.954868154158214,4.746957403651115,18722,20,0.005070993914807302,9220.71
Direct,20250108,3929,1571,0.39984728938661235,19.856452023415628,6.854670399592772,26932,19,0.004835836090608297,12467.95
Unassigned,20250217,3850,983,0.25532467532467534,15.444415584415584,4.7574025974025975,18316,16,0.004155844155844156,10783.67
Cross-network,20250525,3843,1383,0.3598750975800156,31.166276346604217,5.671090294041114,21794,41,0.010668748373666407,26293.28
Paid Other,20250613,3833,842,0.21967127576310982,6.928776415340464,3.789720845290895,14526,1,0.00026089225150013044,924
Paid Other,20250622,3832,1068,0.278705636743215,4.762526096033403,3.8322025052192066,14685,2,0.0005219206680584551,464.06
Unassigned,20250314,3802,976,0.25670699631772753,18.58179905312993,4.838769068911099,18397,20,0.004997369805365597,16084.79
Unassigned,20250213,3801,898,0.23625361746908707,13.403051828466193,5.004998684556695,19024,23,0.006051039200210471,18382.84
Paid Other,20250628,3785,1238,0.3270805812417437,6.062615587846763,3.911228533685601,14804,3,0.0007926023778071334,1112.52
Paid Search,20250114,3785,1630,0.43064729194187584,25.675825627476883,7.360898282694848,27861,20,0.005019815059445178,12508.705439
Affiliates,20250304,3776,640,0.1694915254237288,4.794756355932203,4.3403072033898304,16389,2,0.0005296610169491525,1918.72
Unassigned,20250216,3728,976,0.26180257510729615,16.622317596566525,4.928648068669528,18374,21,0.005633047210300429,9418.28
Organic Social,20250312,3722,664,0.1783987103707684,3.8702310585706607,4.261418592154755,15861,4,0.0010746910263299302,2480.3
Unassigned,20250307,3684,831,0.2255700325732899,13.0871335504886,4.809174809989142,17717,24,0.006514657980456026,15974.33
Direct,20250119,3674,2718,0.7397931409907458,20.670114316820904,6.070223189983669,22302,35,0.009526401741970605,17208.97
Organic Social,20250310,3665,534,0.14570259208731243,3.6592087312414736,4.07012278308322,14917,7,0.0019099590723055935,3964.06
Paid Search,20250120,3658,3004,0.8212137780207763,25.29715691634773,6.306724986331329,23070,38,0.010114816839803172,23113.14
Direct,20250115,3638,2107,0.5791643760307862,19.410665200659704,6.448323254535459,23459,39,0.010720175920835623,24239.52
Direct,20250113,3636,1316,0.3619361936193619,19.568481848184817,6.65951595159516,24214,23,0.0063256325632563256,15263.449142
Paid Shopping,20250106,3617,1220,0.33729610174177493,6.369090406414156,4.990323472491014,18050,6,0.0016588332872546309,5094.85
Organic Social,20250308,3591,514,0.14313561681982734,4.042884990253412,4.109718741297689,14758,6,0.001670843776106934,5450.39
Paid Other,20250701,3588,1067,0.29738015607580826,6.211259754738015,3.8352842809364547,13761,1,0.0002787068004459309,441.56
Organic Social,20250101,3587,1425,0.39726791190409816,12.920825202118762,5.89294675216058,21138,24,0.006690827989963758,13751.807783
Direct,20250116,3585,2679,0.7472803347280335,17.76178521617852,5.972105997210599,21410,39,0.010878661087866108,29961.03
Organic Shopping,20250221,3582,393,0.10971524288107203,3.2878280290340594,4.372696817420436,15663,6,0.0016750418760469012,1963.2
Paid Search,20250116,3581,2881,0.804523876012287,21.604579726333426,6.085730242948897,21793,26,0.006981290142418319,13372.93
Organic Social,20250318,3579,454,0.1268510757194747,2.719474713607153,4.002794076557698,14326,1,0.0002794076557697681,125.51
Organic Social,20250109,3571,989,0.2769532343881266,3.343041164939793,4.590870904508541,16394,4,0.0011201344161299357,2842.85
Organic Social,20250331,3523,638,0.18109565711041725,5.994039171160942,4.506102753335226,15875,2,0.0005676979846721544,3583.39
Organic Social,20250105,3522,1069,0.3035207268597388,6.401192504258944,4.928449744463373,17358,5,0.0014196479273140261,4875.67
Paid Other,20250708,3522,1042,0.29585462805224305,4.097955706984668,3.7484383872799545,13202,0,0,0
Paid Search,20250117,3515,2928,0.8330014224751067,21.5448079658606,5.87823613086771,20662,31,0.008819345661450925,29209.28
Direct,20250110,3483,1356,0.38931955211024977,19.760838357737583,6.530002871088143,22744,22,0.006316393913293138,15851.39
Paid Search,20250112,3475,1567,0.45093525179856114,32.987913669064746,8.052374100719424,27982,27,0.00776978417266187,17084.645645
Direct,20250118,3461,2638,0.7622074544929212,21.789367234903207,6.313493210054897,21851,22,0.006356544351343542,10925.41
Organic Social,20250108,3455,976,0.2824891461649783,3.298986975397974,4.472937771345875,15454,6,0.0017366136034732273,4490.32
Direct,20250112,3437,1412,0.4108233924934536,24.201047425080013,7.085539714867617,24353,26,0.007564736688972942,15579.28
Organic Social,20250313,3432,541,0.15763403263403264,3.515151515151515,4.247086247086247,14576,8,0.0020396270396270395,3465.53
Direct,20250117,3406,2535,0.7442748091603053,18.72254844392249,6.0845566647093365,20724,39,0.011450381679389313,26795.87
Unassigned,20250219,3405,886,0.26020558002936856,15.929221732745962,4.986490455212922,16979,21,0.006167400881057269,15728.85
Paid Other,20250615,3403,949,0.27887158389656186,7.906553041434028,3.9306494269761973,13376,2,0.0005877167205406994,1246.61
Unassigned,20250215,3393,966,0.28470380194518125,19.446507515473034,5.1676982021809605,17534,24,0.007073386383731211,12327.78
Direct,20250120,3392,2540,0.7488207547169812,21.634139150943398,6.220813679245283,21101,34,0.00972877358490566,23262.89
Paid Other,20250706,3388,1009,0.29781582054309325,5.0811688311688314,3.7898465171192446,12840,1,0.00029515938606847696,762.14
Organic Social,20250106,3387,1126,0.33244759374077354,6.13847062297018,5.061706524948332,17144,6,0.001771479185119575,3295.04
Organic Social,20250511,3385,877,0.2590841949778434,7.6974889217134415,4.710192023633678,15944,17,0.005022156573116691,7131.91
Paid Other,20250705,3379,1047,0.30985498668245043,5.480615566735721,3.8117786327315772,12880,3,0.0008878366380585972,1689.17
Organic Social,20250505,3370,951,0.28219584569732936,9.896142433234422,5.06320474777448,17063,8,0.002373887240356083,4128.32
Organic Social,20250104,3365,957,0.28439821693907874,4.540564635958395,4.773848439821694,16064,3,0.0008915304606240713,2353.6
Organic Social,20250504,3323,1021,0.3072524826963587,10.490520613903099,5.370448390009028,17846,37,0.011134517002708396,16454.2
Affiliates,20250223,3311,684,0.20658411356085774,6.098761703412866,4.584415584415584,15179,5,0.0015101177891875567,2156.61
Unassigned,20250402,3305,896,0.27110438729198183,11.62874432677761,4.7155824508320725,15585,24,0.006959152798789713,16146.09
Direct,20250109,3298,1351,0.4096422073984233,23.076713159490602,6.830806549423893,22528,27,0.007883565797453002,14852.655519
Paid Search,20250108,3297,1524,0.462238398544131,32.47376402790415,8.128905065210798,26801,25,0.0075826508947528055,13457.584731
Paid Search,20250109,3294,1417,0.43017607771706134,27.03430479659988,7.476017000607165,24626,24,0.007285974499089253,13868.05
Organic Social,20250320,3285,767,0.2334855403348554,5.029528158295282,4.380821917808219,14391,6,0.0018264840182648401,3587.42
